ID,POL,GODINE,TIP,WiFi servis,Pogodnost dolaska/odlaska,Onlajn rezervisanje,Lokacija hotela,Usluga hrane,Komfor boravka,Zabava u zajednickim prostorijama,Usluga checkin i checkout,Drugi servisi,?isto?a,ZADOVOLJSTVO
10238,Male,20,personal,3,4,3,3,1,1,1,2,4,1,neutral or dissatisfied
129795,Male,25,business,3,3,3,2,4,4,4,2,3,4,neutral or dissatisfied
124099,Female,14,personal,4,0,4,1,4,4,4,3,5,4,satisfied
33506,Male,31,academic,3,4,3,5,3,3,5,3,3,3,neutral or dissatisfied
81971,Female,62,tourism,2,5,2,5,1,3,2,4,2,2,neutral or dissatisfied
88393,Male,41,academic,3,4,4,4,3,2,3,1,3,3,neutral or dissatisfied
3092,Male,50,aviation,5,5,5,5,4,5,4,3,4,4,satisfied
78208,Male,70,business,3,5,0,2,4,4,4,1,1,4,neutral or dissatisfied
64647,Male,39,personal,5,2,5,5,5,5,4,4,4,3,satisfied
120048,Female,63,aviation,5,5,4,3,3,4,2,5,2,4,satisfied
105298,Male,64,business,2,3,3,3,2,3,2,1,2,4,neutral or dissatisfied
117849,Male,38,personal,4,2,2,2,4,4,4,3,4,4,neutral or dissatisfied
19517,Male,49,tourism,3,4,4,4,3,3,3,2,4,3,neutral or dissatisfied
70352,Female,44,tourism,5,3,5,5,3,5,4,3,4,3,satisfied
9498,Female,25,academic,2,5,3,2,5,5,5,4,5,5,neutral or dissatisfied
126273,Male,50,tourism,2,4,1,2,3,3,3,3,5,3,neutral or dissatisfied
46229,Female,36,academic,4,4,4,4,4,4,4,1,5,4,satisfied
69996,Female,14,tourism,2,5,2,3,2,2,2,5,4,2,neutral or dissatisfied
125856,Male,30,tourism,2,3,3,3,2,2,2,3,4,2,neutral or dissatisfied
19310,Male,40,academic,5,5,5,5,2,4,4,5,4,5,satisfied
40924,Female,27,business,4,4,4,2,3,4,3,4,5,3,neutral or dissatisfied
52765,Male,31,academic,5,1,1,1,5,5,5,1,2,5,satisfied
36526,Male,24,personal,4,4,4,3,2,2,2,2,1,2,satisfied
60130,Male,25,tourism,3,3,3,1,3,3,3,5,5,3,neutral or dissatisfied
89700,Male,48,personal,4,2,2,2,4,4,4,1,5,4,satisfied
20470,Female,12,academic,5,1,5,1,3,3,3,4,2,3,satisfied
89979,Female,41,business,1,1,1,1,4,4,1,2,1,4,neutral or dissatisfied
107796,Female,34,business,5,5,5,5,2,4,4,4,4,4,satisfied
91143,Male,29,business,1,4,1,5,2,2,2,3,5,2,neutral or dissatisfied
5862,Male,11,academic,3,2,3,4,5,1,5,2,4,5,neutral or dissatisfied
46732,Female,33,aviation,4,3,4,3,4,4,4,3,1,4,neutral or dissatisfied
126088,Female,50,academic,1,1,1,1,3,5,5,5,5,3,satisfied
14612,Male,53,tourism,3,3,3,3,4,5,4,1,4,5,satisfied
85105,Female,24,academic,2,2,2,2,5,5,5,3,4,5,satisfied
64233,Female,27,personal,0,1,1,3,3,3,3,4,4,3,satisfied
108183,Male,21,tourism,1,1,1,4,5,5,5,1,4,5,neutral or dissatisfied
30388,Female,30,academic,3,1,1,1,3,3,3,3,3,3,neutral or dissatisfied
119730,Male,51,academic,5,2,2,2,5,5,5,4,4,5,satisfied
85498,Female,26,tourism,2,5,2,1,3,3,3,3,4,3,neutral or dissatisfied
15113,Male,40,tourism,1,1,1,1,4,2,4,3,4,2,satisfied
119266,Male,44,academic,2,2,4,2,4,5,4,4,4,4,satisfied
82676,Female,58,aviation,1,5,1,4,2,4,4,4,4,4,neutral or dissatisfied
124529,Female,32,personal,4,4,4,4,5,5,5,3,5,5,satisfied
81491,Female,48,aviation,3,5,3,1,4,5,3,4,3,5,neutral or dissatisfied
37150,Male,25,aviation,2,3,3,3,2,2,2,1,4,2,neutral or dissatisfied
74620,Female,15,business,5,5,1,5,4,4,4,4,1,4,satisfied
68041,Female,23,tourism,2,2,2,2,4,4,4,4,4,4,satisfied
60322,Female,43,academic,3,3,3,3,3,4,3,3,3,3,satisfied
24768,Female,36,tourism,5,3,3,3,5,5,5,4,1,5,satisfied
50229,Female,57,business,3,3,3,3,3,3,2,3,2,2,neutral or dissatisfied
88642,Female,50,tourism,1,4,1,2,2,5,5,4,5,4,neutral or dissatisfied
61489,Female,26,business,5,5,5,4,3,2,3,3,4,3,satisfied
44922,Male,40,aviation,5,5,5,5,5,5,5,3,1,5,satisfied
14861,Male,33,business,5,4,4,4,5,5,5,5,1,5,satisfied
51834,Male,56,business,4,3,3,3,4,4,4,3,2,4,neutral or dissatisfied
119284,Male,57,tourism,2,2,2,2,5,4,4,3,4,4,satisfied
38232,Female,20,business,4,4,5,3,4,4,4,3,5,4,neutral or dissatisfied
64152,Female,46,academic,3,3,3,3,3,4,5,3,5,5,satisfied
87268,Male,52,academic,3,4,2,4,2,2,2,4,3,2,neutral or dissatisfied
92515,Male,55,tourism,3,5,3,4,3,4,3,5,4,3,neutral or dissatisfied
55107,Male,58,tourism,3,4,3,4,5,5,5,1,4,5,neutral or dissatisfied
38915,Male,52,personal,1,3,3,3,1,4,1,2,1,1,neutral or dissatisfied
114975,Male,29,academic,1,1,2,1,2,2,2,5,4,2,satisfied
7007,Male,76,personal,4,2,4,4,4,1,4,4,4,3,satisfied
96752,Male,23,business,5,5,5,1,5,5,5,5,4,5,satisfied
72698,Female,45,academic,1,5,1,3,2,5,4,5,4,5,neutral or dissatisfied
47419,Female,42,business,3,5,5,5,3,2,3,1,3,3,neutral or dissatisfied
96381,Male,22,aviation,4,5,5,1,5,2,5,5,4,5,satisfied
85532,Female,46,tourism,5,5,5,5,5,4,4,5,4,5,satisfied
52403,Female,61,tourism,2,3,2,1,2,5,1,2,1,5,neutral or dissatisfied
42566,Male,10,business,1,3,1,2,5,5,5,5,4,5,neutral or dissatisfied
9632,Female,20,tourism,0,2,0,3,2,3,2,3,5,2,satisfied
53838,Male,50,aviation,5,5,5,5,5,5,5,5,3,5,satisfied
53614,Female,39,tourism,3,3,3,1,1,1,1,1,5,1,neutral or dissatisfied
44348,Male,20,business,2,5,2,3,2,1,2,3,5,2,neutral or dissatisfied
28167,Female,51,academic,4,4,4,4,3,4,4,1,4,4,satisfied
89610,Male,58,aviation,1,1,1,1,4,5,5,3,5,5,satisfied
47384,Male,40,business,2,1,1,1,2,2,2,1,3,2,neutral or dissatisfied
31107,Female,35,tourism,5,1,1,1,5,5,5,4,3,5,satisfied
109553,Male,7,tourism,3,4,3,1,1,1,1,4,5,1,neutral or dissatisfied
63435,Female,57,aviation,2,5,2,4,2,4,4,4,5,4,neutral or dissatisfied
93371,Male,63,academic,4,4,4,4,3,3,3,3,4,3,satisfied
71484,Male,41,business,3,3,3,3,3,5,4,5,4,4,satisfied
99976,Female,40,aviation,0,0,0,3,4,4,4,5,4,4,satisfied
40185,Male,43,tourism,4,5,5,5,4,4,4,1,3,4,satisfied
101206,Female,60,tourism,1,4,1,3,5,3,1,3,1,3,neutral or dissatisfied
65761,Female,22,academic,3,5,3,2,4,4,4,4,2,4,neutral or dissatisfied
109661,Male,39,personal,3,4,4,4,3,3,3,3,3,3,neutral or dissatisfied
128159,Male,24,business,5,0,5,3,1,1,1,5,5,1,satisfied
20390,Female,18,tourism,2,4,3,4,4,4,4,2,4,4,neutral or dissatisfied
17209,Male,63,business,4,4,4,2,4,4,4,5,5,4,satisfied
63125,Male,45,business,3,3,2,3,4,4,5,4,5,3,satisfied
44315,Male,34,tourism,3,3,3,3,2,3,5,3,5,4,satisfied
75717,Female,45,tourism,4,4,4,4,4,4,5,3,5,5,satisfied
128455,Male,53,tourism,3,5,3,3,4,1,4,4,5,4,neutral or dissatisfied
112440,Female,43,business,3,3,2,3,2,4,5,5,5,5,satisfied
1545,Female,40,personal,1,5,5,5,5,4,1,1,1,4,neutral or dissatisfied
87439,Female,45,tourism,5,3,5,5,3,4,5,4,5,3,satisfied
10644,Male,54,academic,5,5,5,5,4,4,4,3,4,5,satisfied
108722,Male,53,tourism,2,2,2,2,4,5,5,5,5,5,satisfied
125561,Female,24,business,2,2,2,2,4,4,4,5,1,4,satisfied
76450,Female,40,tourism,5,5,5,5,5,4,4,5,4,3,satisfied
31702,Male,50,tourism,3,1,3,3,1,5,1,1,4,1,neutral or dissatisfied
74105,Male,35,academic,5,5,5,5,3,4,5,4,5,4,satisfied
121634,Female,49,aviation,1,1,4,1,5,5,4,3,4,3,satisfied
76528,Male,55,academic,3,3,3,3,5,5,5,5,5,4,satisfied
68850,Male,52,business,2,2,2,2,2,4,4,5,4,5,satisfied
24097,Male,39,aviation,4,2,5,2,4,4,4,5,2,4,satisfied
6265,Male,35,academic,5,5,5,5,5,5,4,5,4,3,satisfied
61688,Male,29,academic,2,1,1,1,2,2,2,4,4,2,neutral or dissatisfied
92837,Male,33,tourism,2,2,2,4,3,3,3,2,3,3,neutral or dissatisfied
24308,Male,55,personal,1,4,1,3,2,2,2,3,4,2,neutral or dissatisfied
101984,Male,42,tourism,2,5,3,3,2,2,2,3,4,2,neutral or dissatisfied
28082,Male,29,tourism,3,3,3,3,3,2,3,2,3,3,neutral or dissatisfied
29840,Female,33,business,3,1,2,1,5,4,3,2,3,2,neutral or dissatisfied
96671,Male,57,academic,5,3,5,3,4,1,4,2,3,4,satisfied
65366,Male,43,academic,3,1,1,1,3,4,3,4,3,4,neutral or dissatisfied
124812,Male,39,business,4,4,4,3,1,1,1,2,4,1,neutral or dissatisfied
48359,Female,27,tourism,2,3,2,2,2,2,2,2,5,2,neutral or dissatisfied
18163,Female,63,tourism,3,4,3,4,5,3,5,1,5,1,neutral or dissatisfied
125213,Female,43,academic,1,1,0,4,5,3,4,3,4,4,neutral or dissatisfied
60827,Female,42,personal,1,4,1,2,3,5,5,5,5,5,neutral or dissatisfied
68788,Male,30,tourism,3,5,5,5,3,3,1,3,4,3,neutral or dissatisfied
125678,Female,35,tourism,2,3,3,5,5,5,5,5,5,5,neutral or dissatisfied
90183,Male,10,tourism,3,1,3,3,5,5,5,2,4,5,neutral or dissatisfied
60441,Female,27,aviation,3,3,3,3,4,4,4,3,4,4,satisfied
20648,Female,44,tourism,4,4,4,4,5,1,4,4,4,2,satisfied
82731,Female,27,tourism,3,3,3,3,5,5,5,1,4,5,neutral or dissatisfied
75946,Female,50,tourism,5,5,5,5,5,5,3,4,3,3,satisfied
76725,Female,14,personal,1,4,4,4,1,2,1,3,3,1,neutral or dissatisfied
253,Male,39,academic,2,5,2,2,2,2,2,3,5,2,neutral or dissatisfied
111975,Female,53,academic,1,1,1,1,4,1,5,5,5,4,satisfied
121031,Male,24,business,3,4,3,4,3,3,3,3,4,3,neutral or dissatisfied
31133,Male,19,academic,2,2,2,3,2,2,2,4,3,2,neutral or dissatisfied
118733,Male,55,academic,3,4,3,3,2,2,2,4,4,2,neutral or dissatisfied
55686,Female,43,tourism,4,4,4,4,4,4,5,4,5,5,satisfied
26240,Female,44,tourism,1,4,1,3,3,4,2,4,2,3,neutral or dissatisfied
19932,Female,47,business,3,5,3,4,2,4,1,2,1,1,neutral or dissatisfied
3192,Female,54,academic,3,4,3,1,5,5,5,5,1,5,neutral or dissatisfied
29159,Female,20,business,0,3,1,3,4,5,4,4,1,4,satisfied
52757,Female,17,tourism,5,0,5,2,3,3,3,4,5,3,satisfied
47617,Female,32,tourism,1,1,1,1,5,5,5,1,5,5,satisfied
90364,Female,38,academic,4,4,4,4,5,4,5,4,5,4,satisfied
18714,Male,37,personal,2,3,2,5,5,5,5,3,5,5,neutral or dissatisfied
124531,Female,39,business,2,3,3,3,2,2,2,2,2,2,neutral or dissatisfied
29432,Male,43,business,4,4,4,4,1,3,4,3,4,2,satisfied
43682,Male,38,aviation,3,0,3,5,3,3,3,2,2,3,neutral or dissatisfied
96002,Male,40,aviation,3,4,3,3,4,4,5,4,4,4,satisfied
113829,Female,22,business,3,4,0,3,1,1,1,4,4,1,neutral or dissatisfied
103685,Female,34,personal,3,2,3,4,1,1,1,3,4,1,neutral or dissatisfied
97656,Female,50,aviation,3,3,5,3,3,4,5,5,5,3,satisfied
14932,Female,25,tourism,4,0,4,3,2,4,2,4,5,2,satisfied
67318,Male,16,tourism,2,5,2,5,1,4,1,5,4,1,neutral or dissatisfied
112571,Female,45,academic,4,3,3,4,1,1,1,4,5,1,satisfied
24324,Male,45,business,4,5,4,4,5,4,4,1,4,2,neutral or dissatisfied
83931,Male,58,aviation,5,5,5,5,2,4,5,3,5,5,satisfied
29458,Male,33,business,3,4,3,2,1,1,1,4,2,1,neutral or dissatisfied
37018,Male,45,tourism,4,5,4,4,3,3,3,3,3,3,neutral or dissatisfied
126227,Male,38,tourism,0,0,0,3,4,2,4,4,4,1,satisfied
77287,Female,62,academic,4,5,4,3,5,5,1,5,1,5,neutral or dissatisfied
110449,Male,61,business,3,4,3,4,5,4,5,5,4,5,neutral or dissatisfied
115713,Female,48,tourism,0,0,0,2,2,5,2,3,2,4,satisfied
73765,Male,16,business,5,4,5,1,2,2,2,1,5,2,satisfied
120903,Male,31,aviation,5,5,5,5,4,4,4,3,5,4,satisfied
60703,Female,32,academic,5,5,5,5,2,2,2,5,4,2,satisfied
32273,Female,48,tourism,4,2,2,2,2,4,4,3,4,4,satisfied
52182,Male,59,business,5,1,1,1,5,5,5,2,2,5,satisfied
979,Female,59,tourism,2,2,2,2,3,5,4,3,4,5,satisfied
49977,Male,38,tourism,2,5,2,4,2,4,2,5,5,2,neutral or dissatisfied
5190,Male,49,personal,0,0,0,4,3,4,1,4,1,4,satisfied
105535,Female,37,aviation,1,3,1,3,2,2,2,2,3,2,neutral or dissatisfied
40929,Female,23,personal,5,3,3,3,5,4,5,3,5,5,satisfied
62889,Female,44,business,5,5,5,5,5,5,4,4,4,3,satisfied
78626,Male,27,academic,2,2,3,2,5,5,5,5,4,5,satisfied
62819,Male,55,tourism,3,3,3,3,5,5,5,1,4,5,neutral or dissatisfied
74659,Female,70,personal,0,4,0,3,3,4,1,4,1,5,satisfied
68576,Female,27,academic,3,3,3,3,3,3,3,2,4,3,neutral or dissatisfied
44929,Female,28,business,0,0,0,1,2,2,2,3,4,2,satisfied
40940,Female,47,business,4,2,4,4,3,4,3,3,3,2,satisfied
111986,Female,68,academic,1,5,1,3,2,5,2,3,2,3,neutral or dissatisfied
63203,Female,41,personal,4,4,4,4,3,5,4,5,4,4,satisfied
83142,Male,10,academic,2,5,1,3,5,2,5,4,5,5,neutral or dissatisfied
61582,Female,49,tourism,3,4,4,4,2,1,3,1,3,3,neutral or dissatisfied
33263,Male,44,aviation,2,5,0,4,4,4,4,5,4,4,neutral or dissatisfied
83764,Male,45,aviation,2,2,2,2,2,5,4,3,4,5,satisfied
2843,Female,48,business,1,1,1,1,3,5,5,5,5,5,satisfied
27094,Male,22,tourism,5,5,5,2,1,1,1,1,3,1,satisfied
54589,Male,55,aviation,3,3,3,3,2,5,4,3,4,4,satisfied
116206,Female,53,academic,3,5,3,1,2,1,4,3,4,4,neutral or dissatisfied
4533,Male,13,aviation,3,5,3,1,5,5,5,5,1,5,neutral or dissatisfied
4759,Female,51,personal,4,4,5,4,3,4,4,4,4,5,satisfied
14738,Male,20,tourism,3,2,3,3,3,4,3,2,2,3,neutral or dissatisfied
54005,Female,24,tourism,1,1,1,1,4,4,4,3,3,4,satisfied
9764,Male,39,personal,1,3,1,3,2,2,2,3,4,2,neutral or dissatisfied
21274,Male,22,academic,5,1,4,4,5,4,5,5,3,5,satisfied
56994,Female,49,academic,1,5,0,5,0,4,2,4,5,4,neutral or dissatisfied
51781,Female,51,tourism,2,1,2,3,4,2,3,2,3,2,neutral or dissatisfied
60427,Male,57,academic,2,4,2,3,3,4,4,5,4,4,neutral or dissatisfied
50156,Female,27,aviation,3,3,3,3,5,4,5,5,3,5,satisfied
87033,Female,57,tourism,3,3,2,3,5,4,4,3,4,5,satisfied
75045,Male,41,aviation,2,2,2,2,4,4,2,5,2,5,satisfied
99094,Male,38,academic,4,2,4,4,3,4,3,1,4,3,neutral or dissatisfied
11851,Female,42,business,3,3,3,3,4,5,4,5,4,4,satisfied
94902,Male,58,business,5,5,5,5,5,5,5,2,4,5,satisfied
71979,Female,49,tourism,2,2,2,2,3,3,3,4,3,3,neutral or dissatisfied
81032,Female,57,tourism,4,4,4,4,2,5,5,5,5,5,satisfied
1516,Male,36,academic,5,5,4,5,3,5,5,3,5,3,satisfied
94546,Male,48,tourism,0,0,0,1,5,5,1,3,1,5,satisfied
55519,Female,39,academic,3,4,3,4,4,3,4,2,4,4,neutral or dissatisfied
121023,Female,65,business,2,5,2,4,5,4,5,4,5,5,neutral or dissatisfied
45065,Male,67,academic,3,2,2,2,3,3,3,1,2,3,neutral or dissatisfied
65362,Male,79,academic,4,3,3,3,2,3,4,4,4,1,neutral or dissatisfied
95005,Female,64,business,2,5,2,1,4,4,1,3,1,4,neutral or dissatisfied
20731,Female,37,aviation,1,4,1,2,5,5,5,3,5,5,neutral or dissatisfied
102062,Male,64,business,3,3,3,3,1,4,4,3,4,1,neutral or dissatisfied
109257,Male,57,tourism,1,1,1,1,5,5,4,4,4,4,satisfied
99507,Male,25,tourism,2,2,2,2,5,5,5,2,2,5,neutral or dissatisfied
84947,Female,57,aviation,4,4,1,4,3,4,5,5,5,4,satisfied
84070,Female,43,academic,2,2,2,2,3,4,4,3,4,4,satisfied
116059,Female,22,academic,3,5,3,4,3,3,3,5,4,3,neutral or dissatisfied
13158,Male,25,academic,3,5,3,4,3,3,3,4,5,3,neutral or dissatisfied
61854,Female,25,academic,2,4,2,3,5,5,5,3,4,5,neutral or dissatisfied
67556,Female,20,aviation,2,1,1,3,4,4,4,4,5,4,neutral or dissatisfied
27080,Male,44,academic,2,2,2,2,5,2,5,3,5,3,satisfied
125676,Female,49,tourism,4,4,4,4,2,5,2,5,2,4,satisfied
10215,Male,32,tourism,1,1,3,1,4,4,4,3,4,4,satisfied
45067,Male,49,business,3,4,3,3,4,4,4,5,5,4,neutral or dissatisfied
3761,Male,31,tourism,1,1,1,1,3,3,3,3,4,3,satisfied
113007,Female,16,tourism,2,3,2,3,3,3,3,3,1,3,neutral or dissatisfied
72031,Female,31,business,2,5,5,5,2,2,2,2,4,2,neutral or dissatisfied
114006,Female,17,aviation,4,5,4,5,2,2,2,4,5,2,neutral or dissatisfied
23681,Female,38,business,3,4,4,4,3,3,3,4,1,3,satisfied
40646,Female,28,academic,1,4,1,2,2,2,2,5,5,2,neutral or dissatisfied
70952,Male,7,academic,2,4,3,3,4,4,4,3,4,4,neutral or dissatisfied
62253,Male,60,tourism,5,5,5,5,4,4,5,3,5,5,satisfied
77793,Female,13,business,3,3,3,4,4,1,4,4,4,4,neutral or dissatisfied
88009,Male,55,aviation,2,4,2,2,3,5,3,3,3,4,satisfied
68060,Male,54,tourism,3,2,2,2,3,3,3,4,3,3,neutral or dissatisfied
93300,Male,15,tourism,5,5,5,3,4,4,4,3,4,4,satisfied
87519,Female,44,academic,3,3,1,4,5,3,5,3,5,4,neutral or dissatisfied
50809,Male,10,personal,2,4,2,1,5,5,5,3,4,5,neutral or dissatisfied
124247,Female,28,academic,3,5,3,2,4,5,4,3,5,4,neutral or dissatisfied
112497,Female,41,tourism,2,4,2,2,4,4,4,4,4,4,neutral or dissatisfied
47530,Female,54,business,1,5,1,3,1,4,5,4,3,4,neutral or dissatisfied
81347,Male,30,tourism,2,1,1,1,2,2,2,1,4,2,neutral or dissatisfied
5413,Male,29,tourism,2,5,5,5,2,2,2,3,2,2,neutral or dissatisfied
15408,Female,32,academic,2,5,5,5,2,2,2,2,2,2,neutral or dissatisfied
91054,Female,10,academic,2,1,2,3,1,1,1,4,2,1,neutral or dissatisfied
70304,Female,29,personal,5,5,5,5,5,5,5,5,5,5,satisfied
103308,Female,59,academic,1,1,4,1,4,4,4,4,4,3,satisfied
79336,Female,26,tourism,4,1,1,1,4,4,3,4,3,4,neutral or dissatisfied
102985,Female,25,personal,3,0,3,2,4,5,4,5,5,4,neutral or dissatisfied
117432,Male,56,academic,2,2,2,2,2,5,4,3,4,4,satisfied
106456,Male,42,business,2,1,1,1,2,2,2,4,2,2,neutral or dissatisfied
96062,Female,59,business,2,5,3,5,2,4,2,1,2,2,neutral or dissatisfied
92569,Female,41,business,4,4,4,4,3,4,4,3,4,4,satisfied
69201,Female,56,business,2,5,5,5,3,3,2,1,2,1,neutral or dissatisfied
75145,Female,31,business,4,4,4,4,1,1,1,4,4,1,satisfied
7610,Male,14,business,0,5,0,4,1,1,1,4,5,1,satisfied
122255,Male,39,personal,4,1,4,4,5,5,5,2,3,5,satisfied
80095,Female,46,personal,4,4,4,4,2,4,5,4,5,3,satisfied
60418,Male,51,academic,5,4,1,4,4,4,4,1,1,4,satisfied
3705,Female,37,tourism,0,4,0,5,4,4,4,5,5,4,satisfied
75997,Female,15,academic,3,3,3,4,3,3,3,3,4,3,neutral or dissatisfied
80424,Male,12,academic,2,2,2,2,2,5,2,4,2,2,neutral or dissatisfied
4312,Female,31,tourism,0,4,0,3,5,5,5,5,5,5,satisfied
100900,Male,45,business,2,2,2,2,4,5,4,4,4,5,satisfied
58067,Female,42,tourism,4,4,4,4,4,5,4,3,4,5,satisfied
55529,Male,40,academic,4,4,4,4,3,4,4,5,4,3,satisfied
75948,Male,50,aviation,3,3,3,3,2,4,4,5,4,3,satisfied
32312,Male,41,academic,3,2,2,2,3,3,3,4,5,3,satisfied
759,Female,24,tourism,0,0,0,1,2,2,2,4,5,2,satisfied
76688,Male,30,tourism,2,3,2,3,3,3,3,1,3,3,neutral or dissatisfied
69105,Male,27,tourism,4,4,4,1,2,2,2,3,5,2,neutral or dissatisfied
69056,Male,45,personal,1,5,1,1,4,5,5,5,5,4,satisfied
39436,Female,34,tourism,3,2,2,2,3,3,3,5,4,3,satisfied
128911,Female,56,tourism,3,2,2,2,5,3,3,4,3,1,neutral or dissatisfied
122038,Female,65,academic,2,5,5,5,1,3,2,1,2,1,neutral or dissatisfied
47018,Male,59,tourism,1,1,5,1,3,5,5,3,5,3,satisfied
35163,Female,40,academic,2,2,4,2,5,1,2,2,2,5,satisfied
98262,Male,25,tourism,3,3,3,3,4,4,4,4,4,4,neutral or dissatisfied
87239,Male,40,business,4,1,4,2,4,2,4,1,4,2,satisfied
6757,Male,60,business,3,3,3,3,2,5,5,5,5,4,satisfied
39785,Male,60,academic,5,1,5,5,5,4,4,5,4,4,satisfied
24602,Male,12,tourism,3,3,3,4,1,1,1,1,4,1,neutral or dissatisfied
27864,Male,49,aviation,1,3,3,3,1,1,1,4,3,1,neutral or dissatisfied
122347,Male,47,aviation,2,2,2,2,3,5,4,4,4,4,satisfied
59875,Male,51,tourism,3,3,1,3,2,5,3,3,3,3,satisfied
34705,Female,32,tourism,5,5,4,5,5,5,5,2,1,5,satisfied
65938,Female,25,aviation,1,1,1,1,2,2,2,4,5,2,satisfied
83012,Female,60,tourism,5,5,5,5,2,5,3,5,3,3,satisfied
114448,Male,56,academic,0,0,0,4,2,4,4,4,4,5,satisfied
82758,Male,29,tourism,2,0,2,1,3,3,3,2,4,3,neutral or dissatisfied
13085,Female,69,personal,4,3,4,2,1,2,3,4,3,4,neutral or dissatisfied
15531,Female,40,academic,4,4,3,4,3,2,4,1,4,1,satisfied
61494,Female,43,tourism,3,3,3,3,5,4,5,5,5,5,satisfied
112118,Male,33,business,2,2,2,2,4,4,4,4,5,4,satisfied
112896,Female,56,business,2,2,2,2,3,5,3,5,3,4,satisfied
50197,Male,47,academic,4,1,4,3,1,1,1,3,3,1,neutral or dissatisfied
42053,Male,62,aviation,3,3,3,2,5,5,5,2,3,5,neutral or dissatisfied
50996,Female,13,academic,3,3,3,3,4,5,4,3,3,4,neutral or dissatisfied
28,Male,58,business,0,5,0,4,5,5,3,4,3,5,satisfied
45143,Female,36,personal,2,3,2,2,4,5,4,5,1,4,neutral or dissatisfied
61497,Female,22,academic,2,3,3,3,2,2,2,4,3,2,neutral or dissatisfied
87823,Male,39,personal,5,5,5,5,1,1,1,1,3,1,satisfied
61956,Male,63,tourism,5,4,4,4,5,5,5,4,3,5,satisfied
21136,Male,63,personal,1,4,1,1,4,5,4,3,5,4,neutral or dissatisfied
59809,Female,47,academic,1,1,1,2,3,3,3,2,2,3,neutral or dissatisfied
80646,Male,42,academic,3,3,3,3,3,3,3,3,3,1,neutral or dissatisfied
42027,Male,60,academic,3,3,3,3,4,5,4,4,4,3,satisfied
48206,Female,23,aviation,1,2,1,3,1,1,1,1,3,1,neutral or dissatisfied
33743,Male,38,tourism,5,2,2,2,1,3,5,4,5,2,neutral or dissatisfied
116407,Male,64,tourism,2,4,2,2,3,3,3,3,4,3,neutral or dissatisfied
89250,Male,26,academic,5,5,5,1,3,3,3,5,5,3,satisfied
118621,Male,29,tourism,2,3,3,3,2,2,2,1,3,2,neutral or dissatisfied
75713,Male,53,academic,4,5,4,4,4,5,4,4,4,5,satisfied
68281,Female,58,academic,3,5,3,2,5,4,2,3,2,5,neutral or dissatisfied
114133,Female,44,business,5,5,5,5,5,5,4,3,4,4,satisfied
65294,Male,8,tourism,1,3,1,4,5,3,5,4,4,5,neutral or dissatisfied
59182,Female,29,tourism,3,3,1,3,4,4,4,3,5,4,satisfied
24997,Female,65,personal,3,5,3,5,3,5,4,4,4,4,neutral or dissatisfied
96003,Male,46,tourism,3,3,3,3,3,4,4,4,4,4,satisfied
92906,Female,54,academic,4,3,4,4,2,4,5,3,5,4,satisfied
90415,Female,28,personal,5,5,5,5,3,3,3,3,5,3,satisfied
51863,Female,27,academic,5,3,1,1,5,5,5,1,5,5,satisfied
12694,Male,31,personal,4,2,2,2,4,4,4,1,3,4,neutral or dissatisfied
105164,Male,36,business,1,5,5,1,2,4,2,3,5,2,neutral or dissatisfied
12752,Male,66,aviation,1,5,1,4,1,1,1,2,4,1,neutral or dissatisfied
92502,Female,60,academic,1,1,1,1,2,5,5,4,5,5,satisfied
93394,Male,30,academic,4,4,4,4,4,4,4,5,5,4,satisfied
67464,Female,55,tourism,4,4,4,1,4,5,1,5,1,5,satisfied
18092,Female,28,business,4,5,5,5,4,4,4,5,1,4,satisfied
111675,Female,57,academic,1,5,1,1,4,4,3,4,3,5,neutral or dissatisfied
24210,Female,33,academic,4,3,3,3,4,4,4,3,5,4,satisfied
54921,Female,52,business,3,4,3,5,2,5,2,3,2,4,neutral or dissatisfied
24587,Male,32,personal,1,1,1,1,2,2,2,2,4,2,satisfied
6432,Male,32,academic,3,4,3,2,5,5,5,2,3,5,neutral or dissatisfied
70247,Male,60,aviation,2,3,3,3,1,4,2,1,2,2,neutral or dissatisfied
1337,Female,57,tourism,2,2,2,2,5,5,5,5,5,3,satisfied
2740,Male,58,business,3,3,3,3,5,4,5,5,5,3,satisfied
77893,Female,56,aviation,1,1,4,1,5,4,5,4,5,3,satisfied
24368,Female,26,tourism,3,3,3,3,3,4,3,3,4,3,satisfied
66088,Male,58,tourism,5,4,5,5,2,5,2,4,2,3,satisfied
87913,Male,36,tourism,0,1,1,1,2,5,3,3,3,5,satisfied
6344,Female,45,tourism,2,2,2,2,3,4,4,3,4,4,satisfied
104935,Male,44,tourism,1,3,1,1,4,5,2,3,2,5,satisfied
102823,Male,16,tourism,3,5,3,3,3,3,3,4,4,3,neutral or dissatisfied
118886,Female,46,tourism,1,5,1,1,2,4,1,4,1,3,neutral or dissatisfied
33494,Female,56,tourism,3,5,2,2,2,1,3,2,3,2,neutral or dissatisfied
115816,Male,20,tourism,0,0,0,2,4,4,4,3,5,4,satisfied
65695,Male,33,academic,3,4,5,4,3,3,3,1,3,3,neutral or dissatisfied
59714,Female,19,tourism,2,2,2,4,2,2,2,3,5,2,neutral or dissatisfied
95894,Female,13,academic,2,4,2,4,1,1,1,5,4,1,neutral or dissatisfied
76789,Female,46,academic,4,4,4,4,2,4,5,3,5,5,satisfied
